Date,Open,High,Low,Close,Adj Close,Volume,,,,
4/29/2020,102.330002,104.989998,94.059998,96.599998,88.844536,4584200,,,,
5/6/2020,97.220001,100.57,94.730003,94.739998,87.133873,3558400,,,,
5/13/2020,94.050003,99.949997,86.949997,97.5,89.672318,4897800,,,,
5/20/2020,99.43,106,99.279999,105.150002,96.708115,3574300,,,,
5/27/2020,107.510002,110,103.949997,107.82,99.163765,4281300,,,,
6/3/2020,109.510002,120.519997,109.309998,117.349998,107.92865,5285600,,,,
6/10/2020,117.120003,117.120003,102.720001,110.970001,102.060883,3858900,,,,
6/17/2020,111.260002,111.339996,105.519997,107.980003,99.310905,2743700,,,,
6/24/2020,106.739998,107.260002,102.019997,106.919998,98.336014,2693900,,,,
7/1/2020,106.980003,108.669998,104.339996,104.589996,96.651466,2061400,,,,
7/8/2020,104.57,107.040001,101.449997,105.809998,97.778862,2430700,,,,
7/15/2020,108.139999,110.669998,107.529999,110.050003,101.69706,2202500,,,,
7/22/2020,109.510002,112.110001,108.970001,109.760002,101.429047,2129200,,,,
7/29/2020,110.389999,112.57,108.610001,112.120003,103.60994,1633100,,,,
8/5/2020,112.779999,119.949997,112.779999,117.75,108.812607,2146100,,,,
8/12/2020,118.900002,119.089996,115.599998,115.769997,106.982895,3172300,,,,
8/19/2020,115.769997,117.099998,113.589996,116.18,107.361786,1674400,,,,
8/26/2020,116.059998,117.199997,114.519997,116.699997,107.842308,1633200,,,,
9/2/2020,116.879997,118.830002,112.589996,112.870003,104.303001,1585900,,,,
9/9/2020,113.900002,115.57,111.489998,114.519997,105.827782,1540100,,,,
9/16/2020,114.900002,116.760002,108.760002,110.220001,101.854149,2008600,,,,
9/23/2020,110.32,111.620003,106.129997,110.029999,101.678566,2312200,,,,
9/30/2020,110.529999,118.769997,109.739998,115.690002,107.527687,2280400,,,,
10/7/2020,116.989998,120.980003,116.980003,118.879997,110.492599,1760100,,,,
10/14/2020,119.059998,120.440002,116.75,118.839996,110.455437,1700100,,,,
10/21/2020,118.980003,121.5,116.480003,116.519997,108.299126,2113000,,,,
10/28/2020,114.199997,120.040001,112.129997,119.519997,111.087448,2356600,,,,
11/4/2020,118.709999,130.229996,116.879997,129.110001,120.000862,3077200,,,,
11/11/2020,130.080002,133.649994,124.57,133.199997,123.802284,3688000,,,,
11/18/2020,133.899994,139.059998,130.5,138.660004,128.87709,4505700,,,,
11/25/2020,138.399994,138.399994,133.940002,135.979996,126.386147,2599500,,,,
12/2/2020,135.509995,140.5,134.899994,140.350006,130.447861,2788700,,,,
12/9/2020,141.089996,142.460007,139,142.460007,132.409012,2825900,,,,
12/16/2020,142.789993,143.320007,138.449997,140.729996,130.80101,2372200,,,,
12/23/2020,141.559998,143.419998,139.820007,140.520004,130.60582,1552800,,,,
12/30/2020,141.020004,143.309998,138.830002,142.279999,133.057968,2741000,,,,
1/6/2021,143.589996,151.800003,143.320007,151.710007,141.876785,6598200,,,,
1/13/2021,151.679993,153.419998,148.910004,151.649994,141.820633,2863700,,,,
1/20/2021,152.309998,153,149.149994,150.169998,140.436569,3435100,,,,
1/27/2021,148.039993,149.809998,144.669998,149.279999,139.604248,3656800,,,,
2/3/2021,149.520004,157.649994,148.479996,157.080002,146.898682,2602900,,,,
2/10/2021,157.919998,159.389999,155.389999,158.25,147.992859,2054000,,,,
2/17/2021,157.309998,160.75,154.899994,159.929993,149.56395,2581000,,,,
2/24/2021,160.520004,163.839996,155.649994,160.660004,150.246689,3130800,,,,
3/3/2021,161.149994,167.089996,155.380005,164.779999,154.09964,3968300,,,,
3/10/2021,165.539993,172.720001,165.339996,170.190002,159.158951,3660800,,,,
3/17/2021,169.869995,173.210007,160.669998,161.520004,151.050903,3884900,,,,
3/24/2021,163.139999,166.919998,157.199997,165.779999,155.03476,4787200,,,,
3/31/2021,166.130005,169.720001,165,168.229996,157.953857,2828200,,,,
4/7/2021,168.580002,168.960007,165.350006,167.360001,157.136963,2964800,,,,
4/14/2021,167.75,171.149994,165.300003,166.460007,156.291962,2818500,,,,
4/21/2021,166.080002,173.669998,165.779999,173.369995,162.779861,2454700,,,,
4/28/2021,173.649994,175.550003,171.509995,173.919998,163.29628,2554100,,,,
5/5/2021,174.610001,178.720001,171.449997,173.649994,163.04274,1990300,,,,
5/12/2021,172.960007,176.309998,168.279999,173.860001,163.23996,2176300,,,,
5/19/2021,171.050003,175.149994,169.149994,171.830002,161.333939,1914000,,,,
5/26/2021,172.300003,178.570007,172.300003,178.399994,167.502594,1514700,,,,
6/2/2021,178.949997,180.990005,176.199997,180.759995,169.71846,2076900,,,,
6/9/2021,180.899994,180.899994,176.190002,177.740005,166.88295,1998900,,,,
6/16/2021,177.330002,177.789993,168.960007,173.449997,162.85498,1861400,,,,
6/23/2021,173.759995,176.639999,172.589996,172.860001,162.301025,1749600,,,,
6/30/2021,172.679993,175.690002,169.990005,171.300003,161.441956,2500000,,,,
7/7/2021,171.110001,173.910004,166.770004,170.589996,160.772797,1961800,,,,
7/14/2021,171.339996,172.809998,160.919998,167.369995,157.738113,2715700,,,,
7/21/2021,168.580002,170.960007,166.979996,168.929993,159.208313,2276000,,,,
7/28/2021,169.600006,173.979996,167.589996,171.279999,161.42308,1702800,,,,
8/4/2021,169.949997,173.589996,168.610001,173.199997,163.23259,1605400,,,,
8/11/2021,173.580002,175.300003,168.729996,170.630005,160.810486,1510000,,,,
8/18/2021,170.240005,173,165.669998,172.690002,162.751953,1678600,,,,
8/25/2021,172.669998,176.199997,171.710007,174.360001,164.325851,1555700,,,,
9/1/2021,174.809998,176.419998,173.130005,173.270004,163.298584,3036200,,,,
9/8/2021,172.919998,173.529999,168.889999,169.5,159.745514,1979300,,,,
9/15/2021,169.5,172.169998,164.779999,166.520004,156.937012,1957100,,,,
9/22/2021,167.520004,175.320007,167.520004,172.080002,162.177063,1828400,,,,
9/29/2021,172.770004,173.979996,169,172.75,163.437073,1996600,,,,
10/6/2021,171.100006,175.289993,168.800003,173.509995,164.156113,1581500,,,,
10/13/2021,173.539993,178.479996,171.539993,176.860001,167.325531,1556100,,,,
10/20/2021,176.559998,180.460007,176.259995,178.660004,169.028503,1577700,,,,
10/27/2021,178.130005,181.490005,174.880005,181.139999,171.374786,1780000,,,,
11/3/2021,180.710007,187.220001,180.710007,185.330002,175.338913,2597900,,,,
11/10/2021,184.639999,185.940002,182.789993,185.270004,175.282135,2011800,,,,
11/17/2021,184.710007,184.710007,180.860001,183.449997,173.560242,4402200,,,,
11/24/2021,182.619995,183.289993,170.880005,171.619995,162.368011,2034600,,,,
12/1/2021,174.509995,179.850006,168.720001,178.220001,168.612198,3357500,,,,
12/8/2021,178.869995,179.429993,173.110001,173.639999,164.279114,2264900,,,,
12/15/2021,173.449997,177.009995,167.130005,174.570007,165.158966,2763100,,,,
12/22/2021,174.470001,179.809998,174.220001,178.660004,169.028503,1714600,,,,
12/29/2021,178.699997,183.179993,178.029999,182.580002,173.89444,3202500,,,,
1/5/2022,183,183.789993,176.610001,180.759995,172.160995,4334100,,,,
1/12/2022,181.320007,182.850006,176.720001,177.259995,168.827515,2047000,,,,
1/19/2022,178.020004,178.300003,163.5,169.770004,161.693848,4671300,,,,
1/26/2022,171.630005,173.080002,162.949997,172.839996,164.617798,3458800,,,,
2/2/2022,173.110001,173.789993,168.309998,173.570007,165.31308,3032500,,,,
2/9/2022,174.940002,177.880005,170.399994,175.190002,166.855988,2974100,,,,
2/16/2022,174.520004,176.809998,168.809998,169.800003,161.722397,2267600,,,,
2/23/2022,170.779999,174.399994,163.080002,169.919998,161.83667,3239100,,,,
3/2/2022,171.490005,175.619995,165.679993,166.289993,158.379364,2839200,,,,
3/9/2022,169.419998,172.550003,167.600006,170.389999,162.284348,1756600,,,,
3/16/2022,171.75,179.199997,170.399994,177.630005,169.179947,5904300,,,,
3/23/2022,176.690002,181.160004,174.449997,180.880005,172.275314,2838800,,,,
3/30/2022,180.600006,180.979996,172.960007,173.270004,165.610977,4442700,,,,
4/6/2022,172.5,174.179993,169.029999,171.369995,163.794952,2285500,,,,
4/13/2022,171.720001,177.119995,171.720001,176.839996,169.023163,2726900,,,,
4/20/2022,177.830002,180.199997,166.169998,166.350006,158.996857,2510100,,,,
4/27/2022,166.800003,170.369995,161.880005,167.979996,160.55481,3596200,,,,
5/4/2022,168.460007,172.690002,155.770004,158.539993,151.532089,4465000,,,,
5/11/2022,158.839996,165.850006,154.229996,165.850006,158.518951,7446600,,,,
5/18/2022,164.059998,164.25,155.009995,159.330002,152.287155,3020000,,,,
5/25/2022,158.869995,169.529999,158.539993,167.860001,160.440109,2035200,,,,
